,pinyin,unicode
223,HE2,"['\\u4F55', '\\u52BE', '\\u5392', '\\u5408', '\\u548A', '\\u548C', '\\u54EC', '\\u555D', '\\u59C0', '\\u5EC5', '\\u60D2', '\\u6546', '\\u66F7', '\\u67C7', '\\u6838', '\\u6941', '\\u6BFC', '\\u6CB3', '\\u6DB8', '\\u6EC6', '\\u6F95', '\\u7186', '\\u72E2', '\\u76C7', '\\u76C9', '\\u76CD', '\\u76D2', '\\u7909', '\\u79BE', '\\u79F4', '\\u7BD5', '\\u7D07', '\\u7EA5', '\\u7FEE', '\\u8020', '\\u8377', '\\u83CF', '\\u8402', '\\u849A', '\\u86B5', '\\u874E', '\\u879B', '\\u8910', '\\u8988', '\\u8A38', '\\u8A65', '\\u8C88', '\\u8C89', '\\u90C3', '\\u91DB', '\\u924C', '\\u95A1', '\\u95D4', '\\u9602', '\\u97A8', '\\u981C', '\\u9932', '\\u9B7A', '\\u9C84', '\\u9DA1', '\\u9E56', '\\u9F55', '\\u9F81', '\\u9FA2']"
224,BI4,"['\\u4F56', '\\u5487', '\\u54D4', '\\u55F6', '\\u5752', '\\u581B', '\\u58C1', '\\u5970', '\\u59BC', '\\u5A62', '\\u5B16', '\\u5E01', '\\u5E63', '\\u5E87', '\\u5EE6', '\\u5F0A', '\\u5F3B', '\\u5F3C', '\\u5F43', '\\u5FC5', '\\u602D', '\\u610A', '\\u610E', '\\u655D', '\\u6583', '\\u6788', '\\u67F2', '\\u6890', '\\u6945', '\\u6A98', '\\u6BD5', '\\u6BD6', '\\u6BD9', '\\u6E62', '\\u6EED', '\\u714F', '\\u719A', '\\u72F4', '\\u7358', '\\u7359', '\\u73CC', '\\u74A7', '\\u7540', '\\u7562', '\\u75AA', '\\u75F9', '\\u75FA', '\\u7764', '\\u7765', '\\u78A7', '\\u7B5A', '\\u7B84', '\\u7B85', '\\u7B86', '\\u7BE6', '\\u7BF3', '\\u7C8A', '\\u7E2A', '\\u7F7C', '\\u805B', '\\u8177', '\\u81C2', '\\u82FE', '\\u835C', '\\u84D6', '\\u84FD', '\\u853D', '\\u859C', '\\u870C', '\\u8890', '\\u88E8', '\\u895E', '\\u8963', '\\u89F1', '\\u8A56', '\\u8BD0', '\\u8CB1', '\\u8CC1', '\\u8D14', '\\u8D32', '\\u8D51', '\\u8DF8', '\\u8E55', '\\u8E83', '\\u8E84', '\\u907F', '\\u90B2', '\\u9128', '\\u912A', '\\u924D', '\\u939E', '\\u93CE', '\\u9434', '\\u94CB', '\\u9587', '\\u9589', '\\u959F', '\\u95ED', '\\u965B', '\\u97B8', '\\u97E0', '\\u98F6', '\\u9946', '\\u999D', '\\u99DC', '\\u9A46', '\\u9AB3', '\\u9AC0', '\\u9B53', '\\u9B85', '\\u9C0F', '\\u9CBE', '\\u9D56', '\\u9DDD', '\\u9DE9', '\\u9F0A']"
225,TUO2,"['\\u4F57', '\\u5768', '\\u5836', '\\u5CAE', '\\u6A50', '\\u6CB1', '\\u6CB2', '\\u7260', '\\u72CF', '\\u7823', '\\u7824', '\\u78A2', '\\u7D3D', '\\u8889', '\\u8A51', '\\u8DCE', '\\u8FF1', '\\u9161', '\\u9624', '\\u9640', '\\u9641', '\\u9781', '\\u99B1', '\\u99C4', '\\u99DD', '\\u99DE', '\\u9A28', '\\u9A52', '\\u9A6E', '\\u9A7C', '\\u9B60', '\\u9B80', '\\u9D15', '\\u9E35', '\\u9F09', '\\u9F0D', '\\u9F27']"
226,SHE2,"['\\u4F58', '\\u63F2', '\\u820C', '\\u8675', '\\u86C7', '\\u86E5', '\\u9366', '\\u94CA']"
227,ZUO4,"['\\u4F5C', '\\u4FB3', '\\u505A', '\\u5511', '\\u5750', '\\u590E', '\\u5C9D', '\\u5C9E', '\\u5EA7', '\\u600D', '\\u67DE', '\\u795A', '\\u7CF3', '\\u80D9', '\\u8444', '\\u888F', '\\u9162', '\\u963C']"
228,KOU4,"['\\u4F5D', '\\u51A6', '\\u53E9', '\\u5BBC', '\\u5BC7', '\\u6010', '\\u6263', '\\u6542', '\\u6EF1', '\\u7789', '\\u7A9B', '\\u7B58', '\\u7C06', '\\u8532', '\\u853B', '\\u91E6', '\\u9DC7']"
229,NING4,"['\\u4F5E', '\\u4FAB', '\\u6CDE', '\\u6FD8']"
230,XUAN1,"['\\u4F61', '\\u5107', '\\u5405', '\\u55A7', '\\u5847', '\\u5A97', '\\u5BA3', '\\u5F32', '\\u6103', '\\u610B', '\\u63CE', '\\u660D', '\\u6645', '\\u6684', '\\u688B', '\\u714A', '\\u7444', '\\u777B', '\\u77CE', '\\u79A4', '\\u7FE7', '\\u7FFE', '\\u8431', '\\u857F', '\\u85FC', '\\u8756', '\\u8809', '\\u8AE0', '\\u8AFC', '\\u8B5E', '\\u8C16', '\\u8ED2', '\\u8F69', '\\u92D7', '\\u9379', '\\u9DB1']"
231,QU2,"['\\u4F62', '\\u52AC', '\\u5337', '\\u5FC2', '\\u61C5', '\\u6235', '\\u65AA', '\\u6710', '\\u6B0B', '\\u6C0D', '\\u6DED', '\\u6E20', '\\u7048', '\\u7496', '\\u74A9', '\\u75C0', '\\u766F', '\\u78F2', '\\u7C67', '\\u7FD1', '\\u7FF5', '\\u80CA', '\\u81DE', '\\u83C3', '\\u844B', '\\u8556', '\\u8627', '\\u87B6', '\\u87DD', '\\u8837', '\\u8862', '\\u8C66', '\\u8EA3', '\\u8EE5', '\\u947A', '\\u9D1D', '\\u9E1C', '\\u9E32', '\\u9EAF', '\\u9EB4', '\\u9EB9', '\\u9F29']"
232,YONG4,"['\\u4F63', '\\u7528', '\\u82DA', '\\u919F']"
233,WA3,"['\\u4F64', '\\u5493', '\\u74E6', '\\u90B7']"
234,KA3,"['\\u4F67', '\\u5494', '\\u80E9', '\\u9272']"
235,HUI2,"['\\u4F6A', '\\u56D8', '\\u56DE', '\\u56EC', '\\u5EFB', '\\u5EFD', '\\u605B', '\\u6D04', '\\u75D0', '\\u8334', '\\u8698', '\\u86D4', '\\u86D5', '\\u8716', '\\u8FF4', '\\u9025', '\\u9BB0']"
236,HE4,"['\\u4F6B', '\\u4FF0', '\\u55C3', '\\u58D1', '\\u668D', '\\u7103', '\\u7142', '\\u7187', '\\u7200', '\\u764B', '\\u76AC', '\\u788B', '\\u7FEF', '\\u881A', '\\u8894', '\\u8CC0', '\\u8D3A', '\\u8D6B', '\\u96BA', '\\u974E', '\\u974F', '\\u9DB4', '\\u9E16', '\\u9E64']"
237,LAO3,"['\\u4F6C', '\\u54BE', '\\u6045', '\\u6833', '\\u6A51', '\\u6F66', '\\u72EB', '\\u8001', '\\u8356', '\\u8F51', '\\u92A0', '\\u94D1']"
238,XIANG2,"['\\u4F6D', '\\u5EA0', '\\u6819', '\\u7965', '\\u7D74', '\\u7FD4', '\\u8A73', '\\u8BE6', '\\u8DED']"
239,GE2,"['\\u4F6E', '\\u530C', '\\u5444', '\\u55DD', '\\u5676', '\\u5865', '\\u6105', '\\u630C', '\\u643F', '\\u654B', '\\u683C', '\\u69C5', '\\u7366', '\\u8188', '\\u81F5', '\\u8316', '\\u845B', '\\u86D2', '\\u88D3', '\\u89E1', '\\u8AFD', '\\u8F35', '\\u8F55', '\\u9398', '\\u9549', '\\u95A3', '\\u95A4', '\\u9601', '\\u9616', '\\u9694', '\\u9769', '\\u97B7', '\\u97D0', '\\u97DA', '\\u9ABC', '\\u9BAF', '\\u9C2A', '\\u9F43']"
240,YANG2,"['\\u4F6F', '\\u52B7', '\\u579F', '\\u5D35', '\\u5F89', '\\u626C', '\\u63DA', '\\u656D', '\\u65F8', '\\u661C', '\\u6698', '\\u6768', '\\u6837', '\\u694A', '\\u6D0B', '\\u7080', '\\u70CA', '\\u716C', '\\u739A', '\\u73DC', '\\u7452', '\\u75A1', '\\u760D', '\\u773B', '\\u7993', '\\u7F8A', '\\u7F8F', '\\u86D8', '\\u8AF9', '\\u8F30', '\\u935A', '\\u940A', '\\u9626', '\\u9633', '\\u967D', '\\u9737', '\\u98BA', '\\u98CF', '\\u9C11', '\\u9E09']"
241,BAI3,"['\\u4F70', '\\u636D', '\\u6446', '\\u64FA', '\\u67CF', '\\u767E', '\\u77F2', '\\u7CA8', '\\u7D54', '\\u896C']"
242,FA3,"['\\u4F71', '\\u6CD5', '\\u704B']"
243,MING2,"['\\u4F72', '\\u51A5', '\\u540D', '\\u5AC7', '\\u660E', '\\u669D', '\\u6719', '\\u69A0', '\\u6D3A', '\\u6E9F', '\\u733D', '\\u7700', '\\u7791', '\\u8317', '\\u84C2', '\\u879F', '\\u89AD', '\\u910D', '\\u9169', '\\u9298', '\\u94ED', '\\u9CF4', '\\u9E23']"
244,HEN3,"['\\u4F77', '\\u54CF', '\\u5F88', '\\u72E0', '\\u8A6A']"
245,HUO2,"['\\u4F78', '\\u6D3B', '\\u79EE', '\\u79F3', '\\u843F', '\\u94AC']"
246,GUI3,"['\\u4F79', '\\u5326', '\\u532D', '\\u53AC', '\\u579D', '\\u59FD', '\\u5B84', '\\u5E8B', '\\u5EAA', '\\u6051', '\\u6531', '\\u6677', '\\u6C3F', '\\u7678', '\\u796A', '\\u7C0B', '\\u86EB', '\\u87E1', '\\u89E4', '\\u8A6D', '\\u8BE1', '\\u8ECC', '\\u8F68', '\\u9652', '\\u9B3C']"
247,QUAN2,"['\\u4F7A', '\\u5168', '\\u5573', '\\u5A58', '\\u5B49', '\\u5CD1', '\\u5DCF', '\\u606E', '\\u60D3', '\\u62F3', '\\u643C', '\\u6743', '\\u6A29', '\\u6B0A', '\\u6CC9', '\\u6D24', '\\u6E76', '\\u7277', '\\u7288', '\\u7454', '\\u75CA', '\\u7842', '\\u7B4C', '\\u8343', '\\u8472', '\\u8737', '\\u8838', '\\u89E0', '\\u8A6E', '\\u8BE0', '\\u8DE7', '\\u8E21', '\\u8F07', '\\u8F81', '\\u919B', '\\u9293', '\\u94E8', '\\u9874', '\\u98A7', '\\u99E9', '\\u9A21', '\\u9B08', '\\u9C01', '\\u9CC8', '\\u9DE4', '\\u9F64']"
248,TIAO1,"['\\u4F7B', '\\u5EA3', '\\u604C', '\\u6311', '\\u65EB', '\\u7967', '\\u804E', '\\u84E8', '\\u9BA1']"
249,JIAO3,"['\\u4F7C', '\\u4FA5', '\\u50E5', '\\u510C', '\\u527F', '\\u528B', '\\u52E6', '\\u5B42', '\\u5FBA', '\\u6322', '\\u6341', '\\u6405', '\\u6477', '\\u649F', '\\u64B9', '\\u652A', '\\u657D', '\\u657F', '\\u6648', '\\u669E', '\\u66D2', '\\u6E6B', '\\u6E6C', '\\u6F05', '\\u705A', '\\u70C4', '\\u714D', '\\u72E1', '\\u74AC', '\\u768E', '\\u76A6', '\\u77EB', '\\u77EF', '\\u7B4A', '\\u7D5E', '\\u7E73', '\\u7EDE', '\\u7F34', '\\u811A', '\\u8173', '\\u81EB', '\\u8660', '\\u87DC', '\\u89D2', '\\u8B51', '\\u8CCB', '\\u8E0B', '\\u9278', '\\u94F0', '\\u9903', '\\u997A', '\\u9C4E', '\\u9C9B']"
250,CI4,"['\\u4F7D', '\\u523A', '\\u523E', '\\u673F', '\\u6B21', '\\u7D58', '\\u83BF', '\\u869D', '\\u86D3', '\\u8786', '\\u8CDC']"
251,XING2,"['\\u4F80', '\\u5211', '\\u5753', '\\u578B', '\\u5A19', '\\u5F62', '\\u6D10', '\\u6ECE', '\\u6FF4', '\\u70C6', '\\u784E', '\\u7B55', '\\u80FB', '\\u884C', '\\u90A2', '\\u90C9', '\\u9203', '\\u9276', '\\u9292', '\\u92DE', '\\u9498', '\\u94CF', '\\u9649', '\\u9658', '\\u96FD', '\\u9933', '\\u9967']"
252,KAN3,"['\\u4F83', '\\u5058', '\\u519A', '\\u574E', '\\u57F3', '\\u586A', '\\u5D01', '\\u60C2', '\\u6B3F', '\\u6B41', '\\u6B5E', '\\u780D', '\\u83B0', '\\u8F21', '\\u8F57', '\\u9851']"
253,ZHI2,"['\\u4F84', '\\u5024', '\\u503C', '\\u5128', '\\u5295', '\\u57F4', '\\u57F7', '\\u59B7', '\\u59EA', '\\u6179', '\\u61EB', '\\u6267', '\\u63B7', '\\u646D', '\\u64FF', '\\u67E3', '\\u690D', '\\u6A34', '\\u6B96', '\\u6F10', '\\u7286', '\\u74C6', '\\u74E1', '\\u76F4', '\\u7983', '\\u79F7', '\\u7A19', '\\u7D77', '\\u7E36', '\\u8040', '\\u804C', '\\u8077', '\\u81B1', '\\u8635', '\\u86F0', '\\u87D9', '\\u8901', '\\u8CAD', '\\u8D28', '\\u8DD6', '\\u8E2F', '\\u8E60', '\\u8E91', '\\u8EC4', '\\u91DE', '\\u99BD']"
254,GAI1,"['\\u4F85', '\\u5793', '\\u59DF', '\\u5CD0', '\\u6650', '\\u7561', '\\u7974', '\\u7D6F', '\\u8344', '\\u8A72', '\\u8BE5', '\\u8C65', '\\u8CC5', '\\u8D45', '\\u90C2', '\\u9654', '\\u9691']"
255,LAI2,"['\\u4F86', '\\u4FEB', '\\u5008', '\\u5A61', '\\u5B7B', '\\u5D03', '\\u5D0D', '\\u5EB2', '\\u5F95', '\\u5FA0', '\\u6765', '\\u68BE', '\\u68F6', '\\u6D9E', '\\u6DF6', '\\u730D', '\\u741C', '\\u7B59', '\\u7B82', '\\u83B1', '\\u840A', '\\u9028', '\\u90F2', '\\u9338', '\\u94FC', '\\u9A0B', '\\u9BE0', '\\u9D86', '\\u9EB3']"
256,CHI3,"['\\u4F88', '\\u53FA', '\\u544E', '\\u5791', '\\u59FC', '\\u5C3A', '\\u6040', '\\u6065', '\\u62F8', '\\u640B', '\\u6B3C', '\\u6B6F', '\\u7C8E', '\\u803B', '\\u8687', '\\u88B3', '\\u88ED', '\\u892B', '\\u8A83', '\\u8C49', '\\u9279', '\\u9F52', '\\u9F7F']"
257,KUA1,"['\\u4F89', '\\u54B5', '\\u5938', '\\u59F1', '\\u8342', '\\u8A87']"
258,GUANG1,"['\\u4F8A', '\\u50D9', '\\u5149', '\\u54A3', '\\u5799', '\\u59EF', '\\u6D38', '\\u706E', '\\u7097', '\\u709B', '\\u70E1', '\\u73D6', '\\u80F1', '\\u832A', '\\u8F04', '\\u92A7', '\\u9EC6']"
259,YIN1,"['\\u4F8C', '\\u51D0', '\\u5591', '\\u567E', '\\u56D9', '\\u56E0', '\\u5794', '\\u5819', '\\u59FB', '\\u5A63', '\\u5CFE', '\\u6114', '\\u6147', '\\u647F', '\\u6B45', '\\u6BB7', '\\u6C24', '\\u6D07', '\\u6D15', '\\u6E6E', '\\u6EB5', '\\u7616', '\\u798B', '\\u79F5', '\\u7B43', '\\u7D6A', '\\u7DF8', '\\u8335', '\\u8491', '\\u88C0', '\\u8AF2', '\\u92A6', '\\u94DF', '\\u95C9', '\\u9625', '\\u9634', '\\u9670', '\\u967B', '\\u9682', '\\u9712', '\\u9720', '\\u9787', '\\u97F3', '\\u97FD', '\\u97FE', '\\u99F0', '\\u9A83', '\\u9EEB']"
260,MI3,"['\\u4F8E', '\\u5B4A', '\\u5F2D', '\\u6549', '\\u6CB5', '\\u6D23', '\\u6E33', '\\u6FD4', '\\u7056', '\\u772B', '\\u772F', '\\u7C73', '\\u7F8B', '\\u8112', '\\u845E', '\\u851D', '\\u92A4', '\\u9761']"
261,ZHU1,"['\\u4F8F', '\\u52AF', '\\u6731', '\\u682A', '\\u69E0', '\\u6A65', '\\u6AE7', '\\u6AEB', '\\u6D19', '\\u6F74', '\\u7026', '\\u732A', '\\u73E0', '\\u7843', '\\u7969', '\\u79FC', '\\u7D51', '\\u8331', '\\u86DB', '\\u876B', '\\u8829', '\\u88BE', '\\u8A85', '\\u8AF8', '\\u8BDB', '\\u8BF8', '\\u8C6C', '\\u8DE6', '\\u90BE', '\\u9296', '\\u94E2', '\\u9BA2', '\\u9BFA', '\\u9D38', '\\u9F04']"
262,AN1,"['\\u4F92', '\\u5A95', '\\u5B89', '\\u5CCE', '\\u5CD6', '\\u5EB5', '\\u6849', '\\u6C28', '\\u75F7', '\\u76E6', '\\u76EB', '\\u8164', '\\u83F4', '\\u843B', '\\u844A', '\\u84ED', '\\u8A9D', '\\u8AF3', '\\u8C19', '\\u94F5', '\\u978C', '\\u978D', '\\u99A3', '\\u9D6A', '\\u9D95', '\\u9E4C']"
263,LU4,"['\\u4F93', '\\u50C7', '\\u5279', '\\u52CE', '\\u52E0', '\\u5725', '\\u578F', '\\u5A3D', '\\u5CCD', '\\u5ED8', '\\u5F54', '\\u5F55', '\\u622E', '\\u645D', '\\u6902', '\\u6A1A', '\\u6DD5', '\\u6DE5', '\\u6E0C', '\\u6F09', '\\u6F5E', '\\u719D', '\\u742D', '\\u7490', '\\u752A', '\\u76DD', '\\u7769', '\\u7849', '\\u788C', '\\u78DF', '\\u797F', '\\u7984', '\\u7A11', '\\u7A4B', '\\u7B93', '\\u7C0F', '\\u7C2C', '\\u7C36', '\\u7C59', '\\u7CB6', '\\u8194', '\\u83C9', '\\u850D', '\\u8557', '\\u8642', '\\u87B0', '\\u89EE', '\\u89FB', '\\u8CC2', '\\u8D42', '\\u8DA2', '\\u8DEF', '\\u8E1B', '\\u8E57', '\\u8F05', '\\u8F46', '\\u8F82', '\\u8F98', '\\u902F', '\\u9181', '\\u9304', '\\u9332', '\\u9334', '\\u93D5', '\\u93F4', '\\u9646', '\\u9678', '\\u9732', '\\u9A04', '\\u9A3C', '\\u9BE5', '\\u9D66', '\\u9D71', '\\u9DFA', '\\u9E6D', '\\u9E7F', '\\u9E93']"
264,MOU2,"['\\u4F94', '\\u52BA', '\\u6D20', '\\u725F', '\\u7738', '\\u77B4', '\\u7E46', '\\u7F2A', '\\u86D1', '\\u87F1', '\\u8B00', '\\u8C0B', '\\u927E', '\\u936A', '\\u9D3E', '\\u9EB0']"
265,ER2,"['\\u4F95', '\\u513F', '\\u5150', '\\u5152', '\\u5532', '\\u682D', '\\u6ABD', '\\u6D0F', '\\u800C', '\\u800F', '\\u804F', '\\u80F9', '\\u834B', '\\u88BB', '\\u8F00', '\\u8F5C', '\\u9651', '\\u96AD', '\\u9AF5', '\\u9B9E', '\\u9C95', '\\u9D2F', '\\u9E38']"
266,TONG1,"['\\u4F97', '\\u55F5', '\\u606B', '\\u6A0B', '\\u70B5', '\\u71A5', '\\u72EA', '\\u75CC', '\\u84EA', '\\u901A']"
267,CHA4,"['\\u4F98', '\\u5239', '\\u524E', '\\u597C', '\\u59F9', '\\u5C94', '\\u5DEE', '\\u6C4A', '\\u7D01', '\\u8869', '\\u8A0D', '\\u8A6B', '\\u8BE7']"
268,GONG1,"['\\u4F9B', '\\u516C', '\\u529F', '\\u5311', '\\u53B7', '\\u5868', '\\u5BAB', '\\u5BAE', '\\u5DE5', '\\u5E4A', '\\u5F13', '\\u606D', '\\u6129', '\\u653B', '\\u675B', '\\u739C', '\\u78BD', '\\u7BE2', '\\u7CFC', '\\u80B1', '\\u86A3', '\\u89E5', '\\u89F5', '\\u8EAC', '\\u8EB3', '\\u9B5F', '\\u9F8F', '\\u9F94', '\\u9F9A']"
269,ZHOU1,"['\\u4F9C', '\\u5468', '\\u5541', '\\u558C', '\\u5A64', '\\u5DDE', '\\u5F9F', '\\u6D00', '\\u6D32', '\\u6DCD', '\\u70D0', '\\u73D8', '\\u76E9', '\\u77EA', '\\u7CA5', '\\u813D', '\\u821F', '\\u8B78', '\\u8BEA', '\\u8CD9', '\\u8D52', '\\u8F08', '\\u8F16', '\\u8F80', '\\u9031', '\\u9282', '\\u9A06', '\\u9D43', '\\u9E3C']"
270,XIA2,"['\\u4FA0', '\\u4FE0', '\\u51BE', '\\u5323', '\\u5CE1', '\\u5CFD', '\\u6433', '\\u656E', '\\u6687', '\\u67D9', '\\u70A0', '\\u70DA', '\\u72CE', '\\u72ED', '\\u72F9', '\\u73E8', '\\u7455', '\\u7856', '\\u7864', '\\u78AC', '\\u78CD', '\\u796B', '\\u7B1A', '\\u7B6A', '\\u7E00', '\\u7E16', '\\u7FC8', '\\u821D', '\\u823A', '\\u8578', '\\u8D6E', '\\u8F44', '\\u8F96', '\\u9050', '\\u938B', '\\u965C', '\\u971E', '\\u9A22', '\\u9B7B', '\\u9C15', '\\u9EE0']"
271,ZAI4,"['\\u4FA2', '\\u50A4', '\\u510E', '\\u518D', '\\u5728', '\\u6257', '\\u8F09', '\\u8F7D', '\\u9168']"
272,LV3,"['\\u4FA3', '\\u4FB6', '\\u507B', '\\u50C2', '\\u5122', '\\u5415', '\\u5442', '\\u5C61', '\\u5C62', '\\u5C65', '\\u6314', '\\u635B', '\\u65C5', '\\u68A0', '\\u6E87', '\\u6F0A', '\\u7963', '\\u7A06', '\\u7A5E', '\\u7A6D', '\\u7D7D', '\\u7E37', '\\u7F15', '\\u8182', '\\u8190', '\\u891B', '\\u8938', '\\u90D8', '\\u92C1', '\\u94DD']"
273,ZHEN1,"['\\u4FA6', '\\u5075', '\\u583B', '\\u5A9C', '\\u5AC3', '\\u5BCA', '\\u5E2A', '\\u63C1', '\\u6438', '\\u659F', '\\u6815', '\\u6862', '\\u686D', '\\u6968', '\\u699B', '\\u6A3C', '\\u6EB1', '\\u6F67', '\\u6FB5', '\\u7349', '\\u73CD', '\\u73CE', '\\u744A', '\\u7504', '\\u771E', '\\u771F', '\\u7827', '\\u78AA', '\\u78CC', '\\u796F', '\\u798E', '\\u799B', '\\u7BB4', '\\u7C48', '\\u7F1C', '\\u80D7', '\\u81FB', '\\u8474', '\\u8496', '\\u84A7', '\\u84C1', '\\u85BD', '\\u8C9E', '\\u8D1E', '\\u8F43', '\\u9049', '\\u9159', '\\u91DD', '\\u9241', '\\u9331', '\\u937C', '\\u9488', '\\u9755', '\\u99D7', '\\u9C75']"
274,CE4,"['\\u4FA7', '\\u5074', '\\u518A', '\\u518C', '\\u5395', '\\u53A0', '\\u5AE7', '\\u5EC1', '\\u607B', '\\u60FB', '\\u61A1', '\\u62FA', '\\u6547', '\\u6D4B', '\\u6E2C', '\\u755F', '\\u77E0', '\\u7B27', '\\u7B56', '\\u7B5E', '\\u7B74', '\\u7BA3', '\\u7CA3', '\\u8326', '\\u8417', '\\u84DB', '\\u906A', '\\u9819']"
275,KUAI4,"['\\u4FA9', '\\u5108', '\\u51F7', '\\u54D9', '\\u5672', '\\u5757', '\\u584A', '\\u58A4', '\\u5EE5', '\\u5FEB', '\\u6867', '\\u6B33', '\\u6D4D', '\\u6FAE', '\\u736A', '\\u79AC', '\\u7B77', '\\u7CE9', '\\u810D', '\\u81BE', '\\u90D0', '\\u9136', '\\u99C3', '\\u9B20', '\\u9C60', '\\u9C99']"
276,CHAI2,"['\\u4FAA', '\\u5115', '\\u558D', '\\u67F4', '\\u7961', '\\u8C7A']"
277,NONG2,"['\\u4FAC', '\\u5102', '\\u519C', '\\u54DD', '\\u5665', '\\u6A82', '\\u6B01', '\\u6D53', '\\u6FC3', '\\u7651', '\\u79AF', '\\u79FE', '\\u7A60', '\\u8113', '\\u81BF', '\\u857D', '\\u895B', '\\u8FB2', '\\u8FB3', '\\u91B2', '\\u9B1E', '\\u9F48']"
278,HOU2,"['\\u4FAF', '\\u5589', '\\u5E3F', '\\u7334', '\\u760A', '\\u777A', '\\u77E6', '\\u7BCC', '\\u7CC7', '\\u7FED', '\\u8454', '\\u9297', '\\u936D', '\\u9931', '\\u9BF8']"
279,JIONG3,"['\\u4FB0', '\\u50D2', '\\u518F', '\\u56E7', '\\u5E5C', '\\u6CC2', '\\u7085', '\\u70AF', '\\u70F1', '\\u715A', '\\u715B', '\\u71B2', '\\u769B', '\\u7A98', '\\u7D45', '\\u7D97', '\\u8927', '\\u8FE5', '\\u9008', '\\u9848', '\\u988E']"
280,CHENG3,"['\\u4FB1', '\\u5863', '\\u5EB1', '\\u5F8E', '\\u609C', '\\u7748', '\\u901E', '\\u9A01', '\\u9A8B']"
281,ZHEN4,"['\\u4FB2', '\\u5733', '\\u5866', '\\u630B', '\\u632F', '\\u63D5', '\\u6552', '\\u6576', '\\u6715', '\\u681A', '\\u7739', '\\u8704', '\\u8AAB', '\\u8CD1', '\\u8D48', '\\u93AD', '\\u93AE', '\\u9547', '\\u9635', '\\u9663', '\\u9707', '\\u9D06', '\\u9E29']"
282,JU2,"['\\u4FB7', '\\u530A', '\\u5A45', '\\u5C40', '\\u5DC8', '\\u6336', '\\u63AC', '\\u68AE', '\\u6908', '\\u6A58', '\\u6BE9', '\\u6BF1', '\\u6CE6', '\\u6DD7', '\\u7117', '\\u7291', '\\u72CA', '\\u7BA4', '\\u7CB7', '\\u83CA', '\\u861C', '\\u8ACA', '\\u8D9C', '\\u8DFC', '\\u8E18', '\\u8E6B', '\\u8EB9', '\\u8F02', '\\u90F9', '\\u9113', '\\u9514', '\\u95B0', '\\u97AB', '\\u99F6', '\\u9A67', '\\u9D59', '\\u9D74', '\\u9DAA', '\\u9F33']"
283,SHU4,"['\\u4FB8', '\\u51C1', '\\u5885', '\\u5C0C', '\\u5EB6', '\\u5EBB', '\\u6055', '\\u620D', '\\u6570', '\\u6578', '\\u66D9', '\\u672E', '\\u675F', '\\u6811', '\\u6A1C', '\\u6A39', '\\u6CAD', '\\u6F31', '\\u6F44', '\\u6F8D', '\\u6FD6', '\\u7AD6', '\\u7AEA', '\\u7D49', '\\u8357', '\\u8481', '\\u8853', '\\u8895', '\\u88CB', '\\u8C4E', '\\u8FF0', '\\u9265', '\\u9330', '\\u93E3', '\\u9B9B', '\\u9D90']"
284,TING3,"['\\u4FB9', '\\u633A', '\\u6883', '\\u6D8F', '\\u70F6', '\\u73FD', '\\u753A', '\\u753C', '\\u8121', '\\u8247', '\\u8A94', '\\u92CC', '\\u94E4', '\\u9832']"
285,SHEN4,"['\\u4FBA', '\\u613C', '\\u614E', '\\u62BB', '\\u661A', '\\u6939', '\\u6D81', '\\u6E17', '\\u6EF2', '\\u7606', '\\u760E', '\\u762E', '\\u7712', '\\u7718', '\\u80BE', '\\u8124', '\\u814E', '\\u845A', '\\u8703', '\\u92E0']"
286,NAN2,"['\\u4FBD', '\\u5357', '\\u5583', '\\u597B', '\\u5A1A', '\\u6694', '\\u678F', '\\u67AC', '\\u67DF', '\\u6960', '\\u7537', '\\u7558', '\\u83AE', '\\u8433', '\\u8AF5', '\\u96BE', '\\u96E3']"
287,HAO1,"['\\u4FBE', '\\u5686', '\\u84BF', '\\u8585']"
288,BIAN4,"['\\u4FBF', '\\u5325', '\\u535E', '\\u53D8', '\\u5909', '\\u5F01', '\\u5FA7', '\\u5FED', '\\u6283', '\\u63D9', '\\u662A', '\\u6C73', '\\u6C74', '\\u73A3', '\\u7DF6', '\\u7F0F', '\\u8251', '\\u82C4', '\\u898D', '\\u8B8A', '\\u8FA1', '\\u8FA7', '\\u8FA8', '\\u8FA9', '\\u8FAB', '\\u8FAE', '\\u8FAF', '\\u904D', '\\u91C6', '\\u959E', '\\u9D18']"
289,TUI3,"['\\u4FC0', '\\u50D3', '\\u817F', '\\u8E46', '\\u9ABD']"
