,词语,数量
9137,轴,4
9138,喘息,4
9139,呻吟,4
9140,赶出去,4
9141,十几岁,4
9142,六七,4
9143,来话,4
9144,掀开,4
9145,手帕,4
9146,哭来,4
9147,告老,4
9148,阿物儿,4
9149,同伴,4
9150,卸妆,4
9151,赞叹,4
9152,冲犯,4
9153,娇生惯养,4
9154,长远,4
9155,还值,4
9156,权当,4
9157,先用,4
9158,亲姐姐,4
9159,批评,4
9160,时时刻刻,4
9161,任性,4
9162,唤醒,4
9163,枕着,4
9164,亲兄弟,4
9165,痒,4
9166,过气,4
9167,听出,4
9168,令箭,4
9169,最多,4
9170,变成,4
9171,变出,4
9172,眼面前,4
9173,出汗,4
9174,记性,4
9175,谑,4
9176,拐棍,4
9177,既得,4
9178,家什,4
9179,静静的,4
9180,磨牙,4
9181,六点,4
9182,道爷,4
9183,反生,4
9184,可无,4
9185,半点儿,4
9186,性气,4
9187,子玩,4
9188,史大妹妹,4
9189,百样,4
9190,嗔怪,4
9191,指出,4
9192,比不上,4
9193,青丝,4
9194,肩膀,4
9195,镜台,4
9196,镶,4
9197,赏玩,4
9198,黑家白日,4
9199,可敬,4
9200,宝钗方,4
9201,笼络,4
9202,耳热,4
9203,兴趣,4
9204,民,4
9205,相类,4
9206,若真,4
9207,解开,4
9208,钮,4
9209,玉簪,4
9210,两段,4
9211,十二日,4
9212,清俊,4
9213,厨子,4
9214,垂涎,4
9215,筋骨,4
9216,乖乖,4
9217,罐子,4
9218,睦,4
9219,二十一,4
9220,薛妹妹,4
9221,做东,4
9222,扁,4
9223,词藻,4
9224,赏钱,4
9225,巧语,4
9226,忿忿,4
9227,叫好,4
9228,可分,4
9229,莫不是,4
9230,数落,4
9231,传给,4
9232,出奇,4
9233,是否,4
9234,一首七,4
9235,七言绝句,4
9236,两根,4
9237,仰面,4
9238,别离,4
9239,秭,4
9240,翻来复去,4
9241,过节,4
9242,管管,4
9243,先站,4
9244,草儿,4
9245,低下头,4
9246,银库,4
9247,几辆,4
9248,犹自,4
9249,挨门,4
9250,一举,4
9251,粗糙,4
9252,瞒不过,4
9253,做工,4
9254,二十二,4
9255,满意,4
9256,外传,4
9257,吃不了兜着走,4
9258,兜着走,4
9259,树上,4
9260,飘荡,4
9261,囊,4
9262,喜不自禁,4
9263,悠扬,4
9264,嫣红,4
9265,细嚼,4
9266,水落,4
9267,醉金刚,4
9268,小瓶,4
9269,水红,4
9270,勾当,4
9271,认做,4
9272,抚弄,4
9273,思量,4
9274,有件事,4
9275,爷儿们,4
9276,瞎了眼,4
9277,老二,4
9278,住手,4
9279,五两,4
9280,那件事,4
9281,云南,4
9282,下问,4
9283,十五六,4
9284,坐到,4
9285,通报,4
9286,花儿匠,4
9287,那小红,4
9288,玉面,4
9289,魔法,4
9290,指名,4
9291,钟茶来,4
9292,一长一短,4
9293,恨宝玉,4
9294,黑心,4
9295,敷上,4
9296,一两日,4
9297,嘟嘟,4
9298,生长,4
9299,照耀,4
9300,撞客,4
9301,以外,4
9302,象样,4
9303,袖里,4
9304,从容,4
9305,偏疼,4
9306,大大的,4
9307,凭据,4
9308,纸人,4
9309,庭前,4
9310,拿刀,4
9311,天意,4
9312,知府,4
9313,三十三,4
9314,眼内,4
9315,了愿,4
9316,舍得,4
9317,铺床,4
9318,下床,4
9319,薛蟠忙,4
9320,五月,4
9321,香熏,4
9322,播,4
9323,七手八脚,4
9324,八脚,4
9325,二十八日,4
9326,赴席,4
9327,三更半夜,4
9328,远避,4
9329,吱,4
9330,直往,4
9331,跟进去,4
9332,来来,4
9333,弄水,4
9334,蛇,4
9335,万金,4
9336,两遭,4
9337,两车,4
9338,沉下,4
9339,难寻,4
9340,归去,4
9341,试看,4
9342,瓣,4
9343,尚不知,4
9344,自伤,4
9345,戒,4
9346,脑儿,4
9347,九霄,4
9348,九霄云外,4
9349,说不清,4
9350,千年,4
9351,宝石,4
9352,头面,4
9353,活人,4
9354,瞟,4
9355,前站,4
9356,十匹,4
9357,熨斗,4
9358,一个包,4
9359,表弟,4
9360,喝一杯,4
9361,五经,4
9362,垂危,4
9363,倚靠,4
9364,瞪瞪,4
9365,底儿,4
9366,贡,4
9367,清虚,4
9368,提出,4
9369,串子,4
9370,正碰,4
9371,轮,4
9372,连上,4
9373,法官,4
9374,以内,4
9375,扬手,4
9376,领出去,4
9377,捆着,4
9378,生儿,4
9379,记不清,4
9380,哈哈大笑,4
9381,暑热,4
9382,垫着,4
9383,镂,4
9384,西楼,4
9385,笏,4
9386,神佛,4
9387,侍郎,4
9388,暑,4
9389,备述,4
9390,下死劲,4
9391,死劲,4
9392,吐出来,4
9393,再不然,4
9394,上天,4
9395,眼不见,4
9396,临风,4
9397,初五,4
9398,仇人,4
9399,浮躁,4
9400,七分,4
9401,热天,4
9402,推故,4
9403,负荆请罪,4
9404,请罪,4
9405,羞愧,4
9406,发落,4
9407,仁慈,4
9408,匝地,4
9409,茂盛,4
9410,花下,4
9411,关着,4
9412,淋,4
9413,大雨,4
9414,发晕,4
9415,黄酒,4
9416,鬼不觉,4
9417,蒲,4
9418,没精打彩,4
9419,长吁短叹,4
9420,立业,4
9421,顾前不顾,4
9422,顾前不顾后,4
9423,着法,4
9424,搁得住,4
9425,半子,4
9426,子样,4
9427,栽倒,4
9428,包上,4
9429,成形,4
9430,易得,4
9431,心迷,4
9432,人脸,4
9433,涵养,4
9434,难免,4
9435,可畏,4
9436,气性,4
9437,垂头丧气,4
9438,下官,4
9439,操劳,4
9440,恐是,4
9441,机密,4
9442,几亩,4
9443,跟上,4
9444,乘机,4
9445,盼望,4
9446,聋子,4
9447,不暇,4
9448,气急,4
9449,火上浇油,4
9450,动弹,4
9451,放上,4
9452,怒气,4
9453,实话,4
9454,不怎么样,4
9455,天色,4
9456,信真,4
9457,越是,4
9458,捱打,4
9459,卤,4
9460,没给,4
9461,连平,4
9462,当做,4
9463,过儿,4
9464,白疼,4
9465,领会,4
9466,蘸笔,4
9467,少顷,4
9468,嘎,4
9469,音韵,4
9470,莲蓬,4
9471,嘴乖,4
9472,傅秋芳,4
9473,说正经,4
9474,看准,4
9475,两分,4
9476,麈,4
9477,虫子,4
9478,绿叶,4
9479,无情无义,4
9480,随风,4
9481,生为,4
9482,关在,4
9483,集,4
9484,作兴,4
9485,兴起,4
9486,当得,4
9487,兼有,4
9488,大会,4
9489,不厌,4
9490,此为,4
9491,偷来,4
9492,打酒,4
9493,没收,4
9494,大管,4
9495,催逼,4
9496,午后,4
9497,始末,4
9498,落套,4
9499,虚字,4
9500,拍案,4
9501,第七,4
9502,能解,4
9503,第十,4
9504,三秋,4
9505,跨,4
9506,老儿,4
9507,回屋,4
9508,二次,4
9509,两席,4
9510,壳,4
9511,酒菜,4
9512,下铺,4
9513,铺下,4
9514,烧酒,4
9515,砧,4
9516,淹留,4
9517,今朝,4
9518,傲世,4
9519,陶,4
9520,潜,4
9521,这场,4
9522,敌,4
9523,螯,4
9524,肠,4
9525,馋,4
9526,经管,4
9527,老实人,4
9528,千斤,4
9529,凑齐,4
9530,搭上,4
9531,凤哥儿,4
9532,先抓,4
9533,火光,4
9534,足足,4
9535,着火,4
9536,塑,4
9537,地名,4
9538,好找,4
9539,一两样,4
9540,几儿,4
9541,牙子,4
9542,锁上,4
9543,搬下,4
9544,会画,4
9545,跌倒,4
9546,书架上,4
9547,过天,4
9548,贾母薛,4
9549,望见,4
9550,象牙,4
9551,镶金,4
9552,蛋,4
9553,滚到,4
9554,喷,4
9555,毒死,4
9556,花梨,4
9557,草虫,4
9558,蝈蝈,4
9559,雨声,4
9560,珐琅,4
9561,上席,4
9562,芍药花,4
9563,杯子,4
9564,大量,4
9565,手舞足蹈,4
9566,乡里,4
9567,趁热,4
9568,一抹,4
9569,前仰后合,4
9570,敞,4
9571,古往今来,4
9572,报答,4
9573,大吉,4
9574,破费,4
9575,羊皮,4
9576,伸出,4
9577,包着,4
9578,搬出去,4
9579,分路,4
9580,抿,4
9581,柳条,4
9582,五寸,4
9583,大厨,4
9584,百五十,4
9585,两三日,4
9586,闲钱,4
9587,正日,4
9588,加鞭,4
9589,二里,4
9590,子长,4
9591,老姑,4
9592,难出,4
9593,素菜,4
9594,手提,4
9595,紧着,4
9596,坐席,4
9597,车马,4
9598,席面,4
9599,怨言,4
9600,贾琏拿,4
9601,贾母凤,4
9602,诈,4
9603,仵作,4
9604,怠惰,4
9605,小户人家,4
9606,报仇,4
9607,怎么弄,4
9608,谷,4
9609,藏奸,4
9610,司马,4
9611,脉脉,4
9612,感念,4
9613,吃不下,4
9614,多疑,4
9615,估量,4
9616,死了心,4
9617,排解,4
9618,干休,4
9619,贩,4
9620,自由,4
9621,迎头,4
9622,贤惠,4
9623,扫帚,4
9624,饼,4
9625,眼尖,4
9626,重孙子,4
9627,紧跟,4
9628,乱骂,4
9629,镫,4
9630,驸马,4
9631,情人,4
9632,明春,4
9633,利息,4
9634,做买卖,4
9635,赚钱,4
9636,骡子,4
9637,大车,4
9638,越好,4
9639,功夫,4
9640,石呆子,4
9641,没能,4
9642,不算什么,4
9643,无理,4
9644,找不出,4
9645,玉盘,4
9646,午觉,4
9647,说梦话,4
9648,梅翰林,4
9649,发有,4
9650,遂意,4
9651,敬服,4
9652,本分,4
9653,鸿,4
9654,哆,4
9655,地炕,4
9656,同出,4
9657,罕事,4
9658,排律,4
9659,北风,4
9660,槎,4
9661,久坐,4
9662,青草,4
9663,雅俗,4
9664,雅俗共赏,4
9665,名利,4
9666,炷,4
9667,睡梦,4
9668,温水,4
9669,黑影,4
9670,自鸣钟,4
9671,鸣钟,4
9672,鼻塞,4
9673,滞,4
9674,麻黄,4
9675,叶子,4
9676,冷气,4
9677,窃,4
9678,稍减,4
9679,洋货,4
9680,婚,4
9681,眼皮,4
9682,宋嬷嬷,4
9683,花姑娘,4
9684,贴着,4
9685,织补,4
9686,松松,4
9687,补完,4
9688,小可,4
9689,驱邪,4
9690,因时,4
9691,禀帖,4
9692,斛,4
9693,两对,4
9694,干的事,4
9695,狐皮,4
9696,两三句,4
9697,侄孙,4
9698,贾母歪,4
9699,趋,4
9700,天下事,4
9701,单身,4
9702,沏茶,4
9703,满腹,4
9704,批出,4
9705,半杯,4
9706,鼓声,4
9707,费力,4
9708,放去,4
9709,没完,4
9710,虚弱,4
9711,飞天,4
9712,任人,4
9713,议事厅,4
9714,往回,4
9715,比凤姐,4
9716,精细,4
9717,畏惧,4
9718,嫌隙,4
9719,赏银,4
9720,脸盆,4
9721,不查,4
9722,死无葬身,4
9723,死无葬身之地,4
9724,心术,4
9725,四位,4
9726,老东西,4
9727,不独,4
9728,头油,4
9729,两一,4
9730,玫瑰花,4
9731,花篮,4
9732,归到,4
9733,顾不到,4
9734,齐心,4
9735,汉朝,4
9736,顿觉,4
9737,姑母,4
9738,直直的,4
9739,摸了摸,4
9740,大变,4
9741,实心,4
9742,安神,4
9743,切齿,4
9744,离不开,4
9745,未娶,4
9746,尖,4
9747,古道,4
9748,定亲,4
9749,责备,4
9750,赁,4
9751,一角,4
9752,拄杖,4
9753,点头应允,4
9754,别吵,4
9755,挫,4
9756,拷打,4
9757,妆扮,4
9758,洗净,4
9759,虔诚,4
9760,驮轿,4
9761,可当,4
9762,嘁嘁喳喳,4
9763,柳五儿,4
9764,二宗,4
9765,槐,4
9766,内亲,4
9767,媒人,4
9768,粮,4
9769,面筋,4
9770,势头,4
9771,柳嫂子,4
9772,呈报,4
9773,不过意,4
9774,冤屈,4
9775,兜揽,4
9776,瞪眼,4
9777,起动,4
9778,躺躺,4
9779,击鼓,4
9780,曲牌,4
9781,用得,4
9782,耽心,4
9783,醒醒,4
9784,一壁,4
9785,放倒,4
9786,三口,4
9787,旧情,4
9788,指教,4
9789,其子,4
9790,仍要,4
9791,道学,4
9792,心静,4
9793,殊,4
9794,相认,4
9795,发给,4
9796,巴结,4
9797,交到,4
9798,借去,4
9799,家兄,4
9800,提到,4
9801,指腹为婚,4
9802,穷极,4
9803,走漏,4
9804,火儿,4
9805,瞧一瞧,4
9806,难缠,4
9807,持家,4
9808,拉下,4
9809,自刎,4
9810,赏赐,4
9811,努,4
9812,孤苦,4
9813,平儿正,4
9814,摸摸,4
9815,三句话,4
9816,看管,4
9817,差些,4
9818,都察院,4
9819,一着,4
9820,人面,4
9821,求人,4
9822,这本,4
9823,肠儿,4
9824,洪大,4
9825,口供,4
9826,某日,4
9827,柳絮,4
9828,崩,4
9829,冷冷,4
9830,发达,4
9831,蒙恩,4
9832,嘉荫,4
9833,北静王妃,4
9834,夸赞,4
9835,传去,4
9836,之前,4
9837,和珍儿,4
9838,没出息,4
9839,作伴儿,4
9840,初时,4
9841,过意不去,4
9842,寻到,4
9843,得罪人,4
9844,那小子,4
9845,鹊,4
9846,床边,4
9847,箍,4
9848,孟子,4
9849,夜静,4
9850,大头,4
9851,出言,4
9852,获罪,4
9853,借贷,4
9854,绞,4
9855,道家,4
9856,心惊,4
9857,投机,4
9858,比起,4
9859,按捺,4
9860,按捺不住,4
9861,夜晚,4
9862,秉着,4
9863,邢德全,4
9864,氤氲,4
9865,气概,4
9866,烦心,4
9867,寂然,4
9868,皓月,4
9869,寂,4
9870,用力,4
9871,晕过去,4
9872,应得,4
9873,中心,4
9874,焚化,4
9875,女将,4
9876,方为,4
9877,喻,4
9878,祭文,4
9879,兵部,4
9880,金桂便,4
9881,和和气气,4
9882,气气,4
9883,挟制,4
9884,明路,4
9885,隐忍,4
9886,心窝,4
9887,撒泼,4
9888,抚养,4
9889,七星,4
9890,无关,4
9891,复生,4
9892,口口,4
9893,口口声声,4
9894,名分,4
9895,有救,4
9896,拼命,4
9897,哭叫,4
9898,赶得,4
9899,娘病,4
9900,心计,4
9901,捡,4
9902,亲丁,4
9903,手足无措,4
9904,惊风,4
9905,学者,4
9906,王尔调,4
9907,因病,4
9908,前任,4
9909,亲手,4
9910,拜客,4
9911,一堂,4
9912,莫大,4
9913,书吏,4
9914,地保,4
9915,李家店,4
9916,县道,4
9917,场上,4
9918,不久,4
9919,伶仃,4
9920,惺惺,4
9921,定数,4
9922,毡包,4
9923,红晕,4
9924,微微一笑,4
9925,洁净,4
9926,无方,4
9927,心经,4
9928,贾兰便,4
9929,过数,4
9930,闹事,4
9931,那巧姐儿,4
9932,绝粒,4
9933,有所思,4
9934,所思,4
9935,苏醒,4
9936,吉凶,4
9937,女道士,4
9938,想法,4
9939,瞎操心,4
9940,活不成,4
9941,国家,4
9942,失魂,4
9943,延医,4
9944,诗稿,4
9945,居然,4
9946,挂念,4
9947,三下,4
9948,公馆,4
9949,住房,4
9950,范,4
9951,许愿,4
9952,傍晚,4
9953,派定,4
9954,急流,4
9955,仙翁,4
9956,顿起,4
9957,只言,4
9958,民妻,4
9959,负心,4
9960,交通,4
9961,一百三十,4
9962,恤,4
9963,一款,4
9964,参奏,4
9965,府第,4
9966,告病,4
9967,贾母灵,4
9968,应付,4
9969,那伙,4
9970,嘉,4
9971,福地,4
9972,帝老爷,4
9973,藩王,4
9974,赤子之心,4
9975,草庵,4
9976,不若,3
9977,已往,3
9978,纨裤,3
9979,父兄,3
9980,教育,3
9981,规,3
9982,潦倒,3
9983,演出,3
9984,女娲,3
9985,锻炼,3
9986,自愧,3
9987,席地,3
9988,明示,3
9989,渺渺,3
9990,彼岸,3
9991,面叙,3
9992,全备,3
9993,朝代,3
9994,前身,3
9995,作奇,3
9996,石兄,3
9997,世传,3
9998,异样,3
9999,涉,3
10000,小丑,3
10001,强似,3
10002,无伤,3
10003,生情,3
10004,传情,3
10005,曹雪芹,3
10006,五次,3
10007,纂,3
10008,缘起,3
10009,辛酸,3
10010,城中,3
10011,嫡,3
10012,秉性,3
10013,河岸,3
10014,三生石,3
10015,生石,3
10016,娇娜,3
10017,离恨,3
10018,饥,3
10019,酬报,3
10020,勾出,3
10021,中将,3
10022,火坑,3
10023,通灵宝玉,3
10024,几行,3
10025,石牌,3
10026,石牌坊,3
10027,无为,3
10028,定睛,3
10029,冉冉,3
10030,发生,3
10031,带至,3
10032,癞头,3
10033,踪影,3
10034,湖州,3
10035,基业,3
10036,淹,3
10037,交接,3
10038,倚门,3
10039,请便,3
10040,翻弄,3
10041,眉目,3
10042,窘,3
10043,待客,3
10044,另具,3
10045,一律,3
10046,先上,3
10047,寂寥,3
10048,纳,3
10049,酌,3
10050,清光,3
10051,履,3
10052,已久,3
10053,谈及,3
10054,大比,3
10055,闱,3
10056,代为,3
10057,黄道,3
10058,红日,3
10059,两封,3
10060,宦之家,3
10061,一堆,3
10062,瓦砾,3
10063,务农,3
10064,暮年,3
10065,娇妻,3
10066,万般,3
10067,歌儿,3
10068,甚么,3
10069,定日,3
10070,扛,3
10071,到头来,3
10072,背上,3
10073,无奈何,3
10074,依靠,3
10075,个旧,3
10076,猩,3
10077,县太爷,3
10078,目瞪口呆,3
10079,临走,3
10080,命运,3
10081,十六日,3
10082,上一年,3
10083,徇,3
10084,庇,3
10085,嘻笑,3
10086,自若,3
10087,游览,3
10088,明珠,3
10089,偶遇,3
10090,一载,3
10091,哀痛,3
10092,闲步,3
10093,村野,3
10094,智通,3
10095,门旁,3
10096,老僧,3
10097,奇遇,3
10098,大本,3
10099,真奇,3
10100,异事,3
10101,子兴笑,3
10102,同姓,3
10103,一族,3
10104,谱,3
10105,萧索,3
10106,极多,3
10107,六朝,3
10108,宅门,3
10109,衰败,3
10110,两门,3
10111,胞弟,3
10112,炼,3
10113,十六岁,3
10114,高乐,3
10115,翻过来,3
10116,代善,3
10117,中平,3
10118,临终,3
10119,头胎,3
10120,十四岁,3
10121,十几年,3
10122,奇异,3
10123,厉色,3
10124,仁者,3
10125,尧,3
10126,韩,3
10127,一丝,3
10128,风水,3
10129,聪,3
10130,情痴,3
10131,娼,3
10132,阮,3
10133,稽,3
10134,虎头,3
10135,幡,3
10136,城内,3
10137,万万,3
10138,香茶,3
10139,温厚,3
10140,聪敏,3
10141,文雅,3
10142,讨饶,3
10143,等于,3
10144,胞妹,3
10145,正月初,3
10146,所生,3
10147,机变,3
10148,倒退,3
10149,员,3
10150,邸,3
10151,凑巧,3
10152,图报,3
10153,内家,3
10154,家信,3
10155,吾兄,3
10156,部员,3
10157,母教,3
10158,扶持,3
10159,拜别,3
10160,下士,3
10161,致意,3
10162,复职,3
10163,登岸,3
10164,步步,3
10165,另换,3
10166,垂花,3
10167,垂花门,3
10168,扶黛玉,3
10169,雀鸟,3
10170,鬓发,3
10171,老母,3
10172,二舅母,3
10173,远客,3
10174,不治,3
10175,名医,3
10176,外亲,3
10177,人理,3
10178,养荣丸,3
10179,语声,3
10180,来者,3
10181,放诞,3
10182,无礼,3
10183,丽人,3
10184,绾,3
10185,三角,3
10186,体格,3
10187,粉面,3
10188,学名,3
10189,远路,3
10190,转悲为喜,3
10191,赶早,3
10192,果茶,3
10193,维,3
10194,骡,3
10195,黑油,3
10196,三层,3
10197,悉皆,3
10198,丽,3
10199,地大,3
10200,宸,3
10201,十六张,3
10202,乌木,3
10203,焕,3
10204,烟霞,3
10205,勋,3
10206,手书,3
10207,四张,3
10208,四副,3
10209,别家,3
10210,背心,3
10211,边下,3
10212,魔王,3
10213,沾惹,3
10214,素闻,3
10215,帏,3
10216,别房,3
10217,有天没日,3
10218,傻傻,3
10219,影壁,3
10220,安设,3
10221,捧杯,3
10222,立于,3
10223,束发,3
10224,金冠,3
10225,倭,3
10226,春晓,3
10227,上金,3
10228,小辫,3
10229,护身,3
10230,万种,3
10231,眼角,3
10232,确,3
10233,腹内,3
10234,草莽,3
10235,庶务,3
10236,贫穷,3
10237,外客,3
10238,各别,3
10239,娇喘,3
10240,舍不得你,3
10241,阴灵儿,3
10242,王嬷嬷,3
10243,孩,3
10244,扫房,3
10245,伏侍贾,3
10246,兄嫂,3
10247,中居,3
10248,簿,3
10249,判断,3
10250,李氏房,3
10251,取名,3
10252,入学,3
10253,列女,3
10254,青春,3
10255,伤人,3
10256,接入,3
10257,殁,3
10258,总想,3
10259,本省,3
10260,个私,3
10261,有权,3
10262,权势,3
10263,触犯,3
10264,大族,3
10265,三百里,3
10266,龙王,3
10267,接迎,3
10268,三家,3
10269,十八九,3
10270,十八九岁,3
10271,要领,3
10272,冯公子,3
10273,抬回,3
10274,管带,3
10275,十二三,3
10276,十二三岁,3
10277,相熟,3
10278,未改,3
10279,中原,3
10280,亲爹,3
10281,耐得,3
10282,混名,3
10283,不知死活,3
10284,众多,3
10285,剖,3
10286,反成,3
10287,贾府之,3
10288,顺水,3
10289,关人,3
10290,报效,3
10291,自身,3
10292,死者,3
10293,原因,3
10294,追索,3
10295,烧埋,3
10296,计如,3
10297,人犯,3
10298,稀少,3
10299,徇情,3
10300,修书,3
10301,寡母,3
10302,百万,3
10303,帑,3
10304,斗鸡,3
10305,户部,3
10306,领钱,3
10307,老家人,3
10308,肌骨,3
10309,旧账,3
10310,送亲,3
10311,身长,3
10312,人居,3
10313,须得先,3
10314,消停,3
10315,东南角,3
10316,空闲,3
10317,惹祸,3
10318,之法,3
10319,分相,3
10320,相安,3
10321,管束,3
10322,引诱,3
10323,俗事,3
10324,亲疏,3
10325,俯就,3
10326,盛开,3
10327,柔和,3
10328,肯在,3
10329,同年,3
10330,学士,3
10331,酒香,3
10332,内盛,3
10333,乳,3
10334,公主,3
10335,以往,3
10336,红娘,3
10337,款款,3
10338,为伴,3
10339,春梦,3
10340,闲愁,3
10341,铿锵,3
10342,耀,3
10343,澄,3
10344,其文,3
10345,瑶池,3
10346,来风,3
10347,以前,3
10348,来访,3
10349,访察,3
10350,仅,3
10351,数人,3
10352,怨女,3
10353,配殿,3
10354,未来,3
10355,恳求,3
10356,花容,3
10357,妍,3
10358,非人,3
10359,涸,3
10360,茎,3
10361,初春,3
10362,春景,3
10363,大梦,3
10364,放风,3
10365,泣涕,3
10366,逝水,3
10367,湘江,3
10368,泥污,3
10369,啖,3
10370,中山,3
10371,中山狼,3
10372,得志,3
10373,青灯古佛,3
10374,雌,3
10375,桃李,3
10376,天分,3
10377,卷册,3
10378,闷葫芦,3
10379,先以,3
10380,情欲,3
10381,圈子,3
10382,慈心,3
10383,幽香,3
10384,入座,3
10385,瑶,3
10386,菩提,3
10387,酿成,3
10388,不先,3
10389,衷,3
10390,山中,3
10391,泪珠儿,3
10392,流到,3
10393,眼睁睁,3
10394,山高,3
10395,黄泉,3
10396,穷通,3
10397,牵连,3
10398,从未,3
10399,萦,3
10400,配得,3
10401,博得,3
10402,气质,3
10403,阑,3
10404,王孙公子,3
10405,欢,3
10406,公府,3
10407,红柳,3
10408,劳碌,3
10409,长生,3
10410,阴功,3
10411,那堪,3
10412,赫赫,3
10413,根本,3
10414,堕,3
10415,报应,3
10416,前定,3
10417,循,3
10418,大地,3
10419,绣阁,3
10420,绿窗,3
10421,流荡,3
10422,可心,3
10423,口传,3
10424,神通,3
10425,世道,3
10426,诡,3
10427,见弃,3
10428,许配,3
10429,情景,3
10430,前情,3
10431,留意,3
10432,狼,3
10433,居士,3
10434,如雷,3
10435,喊叫,3
10436,得知,3
10437,扭捏,3
10438,乱麻,3
10439,可作,3
10440,瓜葛,3
10441,连了,3
10442,乡村,3
10443,娶妻,3
10444,久经,3
10445,老老实实,3
10446,打劫,3
10447,劫去,3
10448,谋事,3
10449,白跑,3
10450,这周,3
10451,交过,3
10452,宁荣街,3
10453,指手画脚,3
10454,绕到,3
10455,路过,3
10456,来意,3
10457,当个,3
10458,莽撞,3
10459,咂嘴,3
10460,这间,3
10461,遍身,3
10462,绫罗,3
10463,柱子,3
10464,晃,3
10465,陡,3
10466,辈数儿,3
10467,恶心,3
10468,轻裘,3
10469,贾蓉笑,3
10470,裁夺,3
10471,烈烈,3
10472,轰轰,3
10473,骆驼,3
10474,哩,3
10475,心眼儿,3
10476,东角,3
10477,转过身,3
10478,病根儿,3
10479,专治,3
10480,异香,3
10481,盛在,3
10482,根底,3
10483,锦匣,3
10484,本处,3
10485,反为,3
10486,移到,3
10487,宫制,3
10488,有事没事,3
10489,初见,3
10490,状元,3
10491,尊翁,3
10492,度量,3
10493,功劳,3
10494,把子,3
10495,这样儿,3
10496,装作,3
10497,醉汉,3
10498,首席,3
10499,缠绕,3
10500,单聘仁,3
10501,多日,3
10502,笼头,3
10503,雅淡,3
10504,即令,3
10505,如山,3
10506,注明,3
10507,诮,3
10508,向莺儿,3
10509,那项,3
10510,缨,3
10511,谶,3
10512,不巧,3
10513,茶食,3
10514,寒气,3
10515,冷酒,3
10516,瓜子儿,3
10517,耳旁风,3
10518,不关,3
10519,几碗,3
10520,上道,3
10521,手轻,3
10522,沿,3
10523,核桃,3
10524,直说,3
10525,踉跄,3
10526,门斗,3
10527,僵,3
10528,包子,3
10529,年近,3
10530,终身大事,3
10531,进见,3
10532,脚炉,3
10533,交出,3
10534,大汉,3
10535,倒念,3
10536,第三本,3
10537,三本,3
10538,诗经,3
10539,浮萍,3
10540,古文,3
10541,讲明,3
10542,挨打,3
10543,鲸,3
10544,花朵儿,3
10545,身下,3
10546,诟,3
10547,却不曾,3
10548,亲眷,3
10549,不利,3
10550,惧怕,3
10551,挤眼,3
10552,个头儿,3
10553,酒肉,3
10554,相亲,3
10555,虚掩,3
10556,薛大叔,3
10557,制伏,3
10558,欺压,3
10559,打错,3
10560,攘,3
10561,何忍,3
10562,门闩,3
10563,肆行,3
10564,看不起,3
10565,蛆,3
10566,得意洋洋,3
10567,百计,3
10568,小杂种,3
10569,经期,3
10570,拘礼,3
10571,万分,3
10572,心细,3
10573,五夜,3
10574,学好,3
10575,燕窝汤,3
10576,听起,3
10577,有求,3
10578,下起,3
10579,脱脱,3
10580,更添,3
10581,幼时,3
10582,开言,3
10583,实学,3
10584,看一看,3
10585,换过,3
10586,无神,3
10587,中发,3
10588,好几位,3
10589,冬至,3
10590,耽误到,3
10591,应有,3
10592,显出,3
10593,苓,3
10594,最高,3
10595,一夕,3
10596,药方子,3
10597,痛快,3
10598,混饭,3
10599,混饭吃,3
10600,淫心,3
10601,贾珍先,3
10602,热热,3
10603,病得,3
10604,支持不住,3
10605,不测,3
10606,人生在世,3
10607,西宁,3
10608,六家,3
10609,先同,3
10610,二斤,3
10611,黄花,3
10612,曲径,3
10613,清流,3
10614,日常,3
10615,西北,3
10616,盈,3
10617,幽情,3
10618,倍,3
10619,偷出,3
10620,难堪,3
10621,手段,3
10622,一重,3
10623,天香楼,3
10624,点戏,3
10625,撤下,3
10626,备车,3
10627,焦心,3
10628,十一月,3
10629,平儿方,3
10630,三百两,3
10631,送进来,3
10632,作何,3
10633,贾瑞笑,3
10634,绊住,3
10635,天打雷劈,3
10636,打雷,3
10637,过堂,3
10638,据此,3
10639,按倒,3
10640,失信,3
10641,圈套,3
10642,暂时,3
10643,魂不附体,3
10644,附体,3
10645,身不由己,3
10646,失脚,3
10647,茅厕,3
10648,两回,3
10649,胡话,3
10650,医疗,3
10651,肉桂,3
10652,救命,3
10653,骷髅,3
10654,末后,3
10655,起火,3
10656,寄灵,3
10657,仆从,3
10658,屈指,3
10659,睡熟,3
10660,一别,3
10661,队里,3
10662,常言,3
10663,猢狲,3
10664,所能,3
10665,保全,3
10666,患,3
10667,祖茔,3
